Premise Site Survey Form

Site Name:,,,"Nephi  1,2,7  id 5050111",,,Date:
Purchase Order #,,,,,,By:
Address,,,222 S. 100 E,,,Contact:
City State Zip,,,Nephi Ut 84684

Line#,Door#,Cyl Quan,Brand,Type,Finish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,1,1,VD,RIM,10B,R,,Rim,,OS,South East Main Ent
,2,1,Marks,KIL,26D,L,2 3/4,M,,Mech,Mech Room in Foyer S.E. Entrance
,3,1,Marks,KIL,26D,L,2 3/4,M,,,Closet in South hall West end
,4,1,VD,Rim,10B,R,,Rim,,OS,South West Entrance
,5,1,Olympus,KIK,10B,R,Cabinet,No,,,1st Ward Nursury
,6,1,Olympus,KIK,10B,L,Cabinet,No,,,2nd Ward Scouts
,7,1,Marks,KIL,26D,L,2 3/4,M,,Mech,Mechanicle Closet by Bapt door Middle Hall
,8,1,Schlage,KIK,26D,R,2 3/4,DB,,Bapt,Girls Bathroom 1st Bapt Door
,9,2,Schlage,KIK,26D,l,2 3/4,DB,,Bapt,Girls Bathroom 2nd Bapt Door
,10,1,Schlage,KIK,26D,R,2 3/4,DB,,Bapt,Girls Font to Water controls
,11,2,Schlage,KIK,26D,R,2 3/4,DB,,Bapt,Baptism Room to Girls Side font
,12,1,Mort,Mort,26D,Cent,,AR,,Bapt,Font viewing WON door
,13,2,Schlage,KIK,26D,L,2 3/4,DB,,Bapt,Baptism Room to Boys Side font
,14,1,Schlage,KIK,26D,R,2 3/4,DB,,Bapt,Closet By boys side font
,15,2,Schlage,KIK,26D,L,2 3/4,DB,,Bapt,Boys dressing room to font
,16,1,Schlage,KIK,26D,R,2 3/4,DB,,Bapt,Boys bathroom to dressing room
,17,1,Marks,KIL,26D,R,2 3/4,M,,AUX1,1st Ward young mens closet  BB
,18,2,Schlage,KIK,26D,R,2 3/4,DB,,Mech,Go between door rooms 8 - 9
,19,1,Marks,KIL,26D,R,2 3/4,M,,Aux 2,7th ward Young Mens closet AA
,20,2,Schlage,KIK,26D,R,2 3/4,DB,,GU,Hall to stage East side
,21,1,Marks,KIL,26D,R,2 3/4,M,,Mech,Mechanicle closet on stage East side
,22,1,Marks,KIL,26D,R,2 3/4,M,,Mech,Mechanicle closet on stage West side
,23,1,Schlage,KIK,26D,R,2 3/4,DB,,GU,Custodial Closet Members Closet
,24,1,Marks,KIL,26D,L,2 3/4,M,,MC,Library Room
,25,2,Sargent,RIM,26D,R/L,,RIM,,GU,South East Cultural Hall
,26,1,Olympus,KIK,26D,L,Cabinet,No,,K,7th ward Primary closet K
,27,1,Olympus,KIK,26D,L,Cabinet,No,,J,7th ward Sunday school Closet J  New Lock,,X
,28,1,Olympus,KIK,26D,L,Cabinet,No,,I,7th ward general storage
,29,1,Olympus,KIK,26D,L,Cabinet,No,,H,Cub Scouts No ward Listed,,,X
,30,1,Olympus,KIK,26D,L,Cabinet,No,,GU,All wards music closet G
,31,1,Olympus,KIK,26D,L,Cabinet,No,,F,1st Ward music closet F
,32,1,Olympus,KIK,26D,L,Cabinet,No,,E,7th Ward young womens closet E
,33,1,Olympus,KIK,26D,L,Cabinet,No,,D,7th Ward Activities closet
,34,1,Olympus,KIK,26D,L,Cabinet,No,,C,1st Ward young womens closet C
,35,1,Marks,KIL,26D,L,2 3/4,M,,C2,7th ward clerks office
,36,1,Marks,KIL,26D,L,2 3/4,M,,B2,7th Ward Bishops office
,37,2,Sargent,RIM,26D,L/R,,RIM,,GU,North East Cultural hall entrance
38

Site Name:,,,,,,Date:
Purchase Order #,,,,,,By:
Address,,,,,,Contact:
City State Zip

Line#,Door#,Cyl Quan,Brand,Type,Finnish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,38,1,Sargent,RIM,26D,L,,RIM,,GU,East side Chaple overflow door
,39,1,VD,RIM,10B,R,,RIM,,GU,East Main Entrance
,40,2,Sargent,RIM,26D,R/L,,RIM,,GU,South East Chaple Entrance
,41,1,Marks,KIL,26D,L,2 3/4,M,,Tech,1st ward computer room
,42,1,Olympus,KIK,26D,R,Cabinet,No,,B,1st Ward Supply closet B
,43,1,Olympus,KIK,26D,L,Cabinet,No,,A,1st Ward supplu Closet
,44,1,Marks,KIL,26D,L,2 3/4,M,,C1,1st Ward Clerks Office
,45,1,Marks,KIL,26D,L,2 3/4,M,,B1,1st Ward Bishops Office
,46,2,Sargent,RIM,26D,R/L,,Rim,,GU,South West Chaple doors
,47,1,VD,RIM,10B,R,,Rim,,GU,North West Chaple Entrance
,48,1,Olympus,KIK,26D,R,Cabinet,No,,X,No info
,49,1,Olympus,KIK,26D,L,Cabinet,No,,Y,No info
,50,1,Marks,KIL,26D,R,2 3/4,M,,C3,2nd Ward Clerks office
,51,1,Marks,KIL,26D,L,2 3/4,M,,B3,2nd ward Bishops office
,52,1,Sargent,RIM,26D,R,,Rim,,GU,Chaple overflow west side
,53,2,Schlage,DB,26D,L,2 3/4,DB,,Mech,CLoset in overflow to attic ladder
