Premise Site Survey Form

Site Name:,,,N3 ID# 5050416,,,Date:,03/27/23
Purchase Order #,,,,,,By:,Jay Jones
Address,,,345 E. 500 N.,,,Contact:
City State Zip,,,"Nephi, UT 84648"

Line#,Door#,Cyl Quan,Brand,Type,Finish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,1,1,VD,RIM,26D,L,,RIM,,GU,N. covered patio OS
,2,1,Schlage,KIK,Copper,R,,Long,,RS ?,Closet A in RS room
,3,1,Schlage,KIK,Copper,R,,Long,,MECH,Closet I to Air Handler in RS room
,4,1,Schlage,KIK,Copper,L,,Long,,GU,RS to kitchen
,5,1,Schlage,KIK,Copper,R,,Long,,GU,Cultural Hall to kitchen
,6,1,VD,RIM,26D,R,,RIM,,GU,OS to kitchen
,7,1,Schlage,KIK,Copper,L,,Long,,GU,West kitchen entrance
,8,1,VD,RIM,26D,R,,RIM,,GU,West OS
,9,1,Schlage,KIK,Copper,R,,Long,,RS ?,Stage storage sewing machines
,10,1,Schlage,KIK,Copper,L,,Long,,Mech,Stage loft air hansler control
,11,1,Schlage,KIK,Copper,L,,Long,,Mech,Closet A in Chair and Table storage under stage
,12,1,Schlage,DB,Copper,R,,DB,,GU,Cultural Hall to Chapel
,13,1,Schlage,DB,Copper,R,,DB,,GU,S. Hall to cultural hall
,14,1,Schlage,KIK,Copper,R,,Long,,SND,Closet M101 Sound Closet
,15,1,Schlage,KIK,Copper,R,,Long,,GU,Closet 109 Access door to scout closets
,16,1,Schlage,KIK,Copper,R,,Long,,AUX ?,Closet A lock brocken
,17,1,Schlage,KIK,Copper,R,,Long,,AUX?,Closet B scout books flags
,18,1,Schlage,KIK,Copper,L,,Long,,GU,West hall entrance
,19,0,Schlage,KIK,Copper,R,,Long,,Passage,Room 107 new lock passage
,20,0,Schlage,KIK,Copper,L,,Long,,Passage,Room 108 new lock passage
,21,1,Schlage,KIK,Copper,L,,Long,,Mech,Closet in room S104
,22,1,Schlage,KIK,Copper,R,,Long,,MC?,Room 103 no key Library?
,23,1,Schlage,KIK,Copper,R,,Long,,MC,Library
,24,1,Sargent,Rim,10B,R,,Rim,,GU,Outside S.W. door
,25,3 ?,Schlage,KIK,Copper,R,,Long,,B1?,Door for bishop and clerk Nephi 5th
,26,1,Schlage,DB,Copper,L,,DB,,GU,SW chapel entrance
,27,1,VD,RIM,26D,R,,RIM,,GU,SE outside entrance
,28,1,Schlage,DB,Copper,R,,DB,,GU,SE Chapel entrance
,29,3 ?,Schlage,KIK,Copper,R,,Long,,B2 ?,Bishop Clerk  combo?
