Premise Site Survey Form

Site Name:,,,N16,,,Date:,09/23/23
Purchase Order #,,,43436716,,,By:,Jay and Angel
Address,,,461 N 300 W,,,Contact:,Jay Jones
City State Zip,,,Mt Pleasant UT

Line#,Door#,Cyl Quan,Brand,Type,Finish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,1,1,Sargent,Rim,26D,R,,Rim,,GU,East main door
,2,1,Schlage,KIL,26D,R,2 and 3Q,Short,,HC,High cancel chamber to hall
,3,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SC,Stake sweet to hall
,4,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SC,Interview room
,5,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SC,Stake clerk office
,6,1,Schlage,KIL,26D,R,2 and 3Q,Short,,HC,Stake sweet to HC room
,7,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SP,High councel to stake president
,8,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SP,Stake president office
,9,1,Schlage,KIL,26D,L,2 and 3Q,Short,,SC,Outside to Stake sweet
,10,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SC,Chapel to stake sweet
,11,1,Schlage,KIL,26D,R,2 and 3Q,Short,,GU,Multi-purpose to kitchen
,12,1,Schlage,KIL,26D,L,2 and 3Q,Short,,GU,Hall to kitchen
,13,1,Schlage,KIL,26D,R,2 and 3Q,Short,,GU,Closet S101
,14,1,Schlage,KIL,26D,R,2 and 3Q,Short,,SPORT,Sport closet
,15,1,Schlage,KIL,26D,L,2 and 3Q,Short,,AV/MECH,Classroom 108 to mezzanine
,16,1,Schlage,KIL,26D,L,2 and 3Q,Short,,MECH,Outside to mezzanine
,17,1,Schlage,KIL,26D,L,2 and 3Q,Short,,MECH,Air handler next to door 108
,18,1,Schlage,DB,26D,R,2 and 3Q,DB,,FONT,RS to mens Font
,19,1,Schlage,KIL,26D,R,2 and 3Q,Short,,FONT,Font view to RS
,20,1,Schlage,DB,26D,L,2 and 3Q,DB,,FONT,RS to womens side font
,21,1,Schlage,DB,26D,R,2 and 3Q,DB,,FONT,Womens side font to womens restroom
,22,1,Schlage,DB,26D,L,2 and 3Q,DB,,FONT,Font to mens changing area
,23,1,Schlage,RIM,26D,R,2 and 3Q,RIM,,GU,Outside south main entrance
,24,1,Schlage,KIL,26D,R,2 and 3Q,Short,,FHC,Family history center
,25,1,Schlage,KIL,26D,R,2 and 3Q,Short,,MECH,South hall Closet to FM Storage
,26,1,Schlage,KIL,26D,L,2 and 3Q,Short,,MC,Material Center
,27,1,Schlage,KIL,26D,R,2 and 3Q,Short,,MC,Material Center
,28,1,Sargent,Rim,26D,L,2 and 3Q,Rim,,GU,West Main Entrance
,29,1,Schlage,KIL,26D,L,2 and 3Q,Short,,C1,Mountain ville clerks office
,30,1,Schlage,KIL,26D,L,2 and 3Q,Short,,B1,Mountain ville bishop office
,31,1,Schlage,KIL,26D,L,2 and 3Q,Short,,C2,Mount pleasant 6th ward
,32,1,Schlage,KIL,26D,L,2 and 3Q,Short,,B2,Mount pleasant 6th ward bishop office
,33,1,Schlage,KIL,26D,L,2 and 3Q,Short,,B3,Mount pleasant 1st ward
,34,1,Schlage,KIL,26D,R,2 and 3Q,Short,,C3,Mount pleasant 1st ward clerk
,35,1,Schlage,KIL,26D,R,2 and 3Q,Short,,MECH,Eletrical Closet
,36,1,Schlage,KIL,26D,L,2 and 3Q,Short,,GU,Snow/Table chairs
,37,1,Schlage,KIL,26D,R,2 and 3Q,Short,,Aux 1,Mountain ville ward wmwy
,38,1,Schlage,KIL,26D,R,2 and 3Q,Short,,Aux 2,Mount Pleasant 6th ward
,39,1,Schlage,KIL,26D,R,2 and 3Q,Short,,Aux 3,Mount Pleasant 1st ward
