Premise Site Survey Form

Site Name:,,,N60 5182328,,,Date:,08/24/23
Purchase Order #,,,43430921,,,By:,Jay and Angel
Address,,,1080 S 930 W,,,Contact:,Jay Jones
City State Zip,,,Payson Ut. 84651

Line#,Door#,Cyl Quan,Brand,Type,Finish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,1,1,VD,Rim,10B,,,Rim/Dummy,,Dummy,South main entrance
,2,1,Falcon,kik,26D,R,,L,,B1,Spring creek ward bishop
,3,1,Advantage,Lever,26D,L,,L,,C1,Spring creek ward Clerk
,4,1,Sch,Rim,26D,L,,L,,GU,Closet b1
,5,1,Falcon,Mort,26D,R,,L,,Mech,Double door in south east hall
,6,1,Falcon,Kik,26D,R,,L,,GU,Closet b2
,7,1,Falcon,Kik,26D,R,,L,,AV,Closet c3 audio/video
,8,1,VD,Rim,10B,,,Rim/dummy,,Dummy,East outside entrance
,9,1,Falcon,kik,26D,R,,L,,Mech,Double door mechanical closet in north east hall
,10,1,Falcon,kik,26D,R,,L,,GU,Closet A1
,11,1,Falcon,kik,26D,R,,L,,C2,Payson 9th ward clerks office
,12,1,Falcon,kik,26D,L,,L,,B2,Payson 9th ward bishop
,13,1,Falcon,Kik,26D,R,,L,,B3,Dry creek branch
,14,1,Advantage,Lever,26D,L,,L,,C3,Dry creek branch clerk
,15,1,VD,Rim,10B,R,,Rim/Dummy,,Dummy,North main entrance
,16,1,Falcon,kik,26D,R,,L,,MC,Material center
,17,1,Padlock,,,,,Papdlock,,A1/snow,Spring creek A1/snow outside shed
,18,1,Falcon,kik,26D,R,,L,,Mech,Gray mechanical doors in gym
,19,1,Falcon,kik,26D,R,,L,,Mech,Gray mechanical doors in gym
,20,1,Falcon,kik,26D,R,,L,,Mech,Gray mechanical doors in gym
,21,1,Falcon,kik,26D,R,,L,,Mech,Gray mechanical doors in gym
,22,1,Falcon,kik,26D,R,,L,,MC,Library
,23,1,Falcon,kik,26D,L,,L,,MC,Library
,24,1,Falcon,kik,26D,R,,L,,Mech,North west hall gray Double door
,25,1,Falcon,kik,26D,L,,L,,GU,Closet b3 top of stairs
,26,1,Falcon,kik,26D,L,,L,,Mech,Gray door next to b3
,27,1,Falcon,kik,26D,R,,L,,CC3,Closet A3
,28,1,VD,Rim,10B,R,,Rim/Dummy,,NDummy,Primary to outside Need to Install new dummy
,29,1,Advantage,Lever,26D,L,,L,,Mech,North west corner
,30,1,DB,DB,26D,,,DB,,A2,Payson9th ward outside shed
,31,1,VD,Rim,10B,R,,Rim,,Mech,West entrance
,32,1,Falcon,Lever,26D,R,,L,,Mech,South west corner
,33,1,Falcon,Lever,26D,L,,L,,GU,RS to kitchen
,34,1,Falcon,Lever,26D,L,,L,,R1,Spring creek relief society
,35,1,Falcon,Lever,26D,R,,L,,R2,9th ward relief society
,36,1,Vd,Rim,10B,L,,Rim/Dummy,,Dummy,Relief society to outside
,37,1,Falcon,kik,26D,R,,L,,GU,Hall to kitchen
Premise Site Survey Form

Site Name:,,,,,,Date:
Purchase Order #,,,,,,By:
Address,,,,,,Contact:
City State Zip

Line#,Door#,Cyl Quan,Brand,Type,Finnish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,38,1,Falcon,kik,26D,R,,L,,GU,Hall to double door kitchen
,39,1,Falcon,kik,26D,R,,L,,Mech,Mech south west hall
