Premise Site Survey Form WARDS MUST UNLOCK ALL CLOSETS

Site Name:,,,N13,,,Date:,11/15/23,,,,Install new locks on building
Purchase Order #,,,43436762,,,By:,Jay and Arin
Address,,,7655 E. 15000 N.,,,Contact:,Jay Jones,,,,KEY CODE 3244
City State Zip,,,Spring City,,,,,,,,Keyway  C145

Line#,Door#,Cyl Quan,Brand,Type,Finish,Hand,Backset,Cam/Tail,Quan Keys,Key ID,Remarks,Ord,Pin,Inst
,1,1,VON DUPRIN,RIM,26D,L,,RIM,,GU,E OS ENTRANCE
,2,1,schlage,KIL,26D,L,2 3/4,M,,C2,CLERK CEDAR CREEK CLERK'S OFFICE
,3,1,schlage,KIL,26D,L,2 3/4,M,,B2,BISHOP CEDAR CREEK CLERK'S OFFICE
,4,1,schlage,KIL,26D,R,2 3/4,M,,GU,SPORTS CLOSET,,,,
,5,1,schlage,KIL,26D,L,2 3/4,M,,GU,SPORTS CLOSET
,6,1,schlage,KIL,26D,R,2 3/4,M,,MC,LIBRARY
,7,1,schlage,KIL,26D,L,2 3/4,M,,MC,LIBRARY
,8,1,schlage,KIL,26D,L,2 3/4,M,,MECH/AV,DOOR TO MEZZANINE
,9,1,schlage,KIL,26D,R,2 3/4,M,,MECH,OS TO MEZZANINE
,10,1,VON DUPRIN,RIM,,R,RIM,,,GU,N ENTRANCE OS
,11,1,schlage,DB,26D,R,2 3/4,DB,,GU,KITCHEN TO MULTIPURPOSE ROOM
,12,1,VON DUPRIN,RIM,,L,RIM,,,GU,W MAIN ENTRANCE
,13,1,schlage,KIL,26D,L,2 3/4,M,,FHC,FAMILY HISTORY ROOM 119
,14,1,schlage,KIL,26D,L,2 3/4,M,,B3,SINGLE ADULT STORAGE ROOM
,15,1,schlage,KIL,26D,R,2 3/4,M,,C1,CLERK SPRING CITY 1ST WARD
,16,1,schlage,KIL,26D,R,2 3/4,M,,B1,BISHOP SPRING CITY 1ST WARD
,17,2,schlage,KIL/DB,26D,L,2 3/4,M/DB,,A2,SPRING CREEK AUX SHED
,18,2,schlage,KIL/DB,26D,L,2 3/4,M/DB,,A1,SPRING CITY 1ST WARD SHED
,19,2,schlage,KIL/DB,26D,L,2 3/4,M/DB,,A3,SINGLE ADULT STORAGE ROOM
,20,2,schlage,KIL/DB,26D,L,2 3/4,M/DB,,SNOW,SNOW SHED
,21,1,schlage,KIL,26D,R,2 3/4,M,,MECH,FIRE RISER
,22,1,schlage,KIL,26D,L,2 3/4,M,,MECH,ELECTRICAL ACCESS PANEL
,23
,24
,25
,26
,27
,28
,29
,30
,31
,32
,33
,34
,35
,36
,37
,38
,39
,40
,41
,42
,43
,44
,45
,46
,47
,48
,49
,50
,51
,52
New Deadbolt,53
New Deadbolt,54
,55
New Deadbolt,56
New Deadbolt,57
,58
,59
,60
,61
,62
,63
,64
New padlock,65
,66
